Batch Size: 16, Hidden Layers: [4], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1692, Accuracy: 46.33%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.4962, Accuracy: 52.24%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0375, Accuracy: 58.16%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 0.9970, Accuracy: 54.90%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0112, Accuracy: 56.33%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0396, Accuracy: 56.12%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0664, Accuracy: 54.08%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0741, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2494, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2616, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0944, Accuracy: 46.94%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.2125, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.2738, Accuracy: 51.84%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.5568, Accuracy: 54.90%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.1447, Accuracy: 57.55%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.1751, Accuracy: 54.29%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0640, Accuracy: 56.53%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 0.9975, Accuracy: 55.71%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0314, Accuracy: 55.92%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0514, Accuracy: 54.90%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2837, Accuracy: 38.57%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1270, Accuracy: 43.47%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0828, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0106, Accuracy: 55.71%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0784, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0664, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0911, Accuracy: 53.88%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1317, Accuracy: 50.20%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.2170, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2524, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2792, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2822, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0484, Accuracy: 57.76%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1023, Accuracy: 51.02%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1586, Accuracy: 53.67%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0283, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0266, Accuracy: 55.51%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 0.9868, Accuracy: 56.94%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0691, Accuracy: 55.10%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0672, Accuracy: 54.49%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0752, Accuracy: 53.06%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1933, Accuracy: 50.61%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2259, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2458, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0773, Accuracy: 50.61%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0736, Accuracy: 55.10%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0812, Accuracy: 55.31%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.5183, Accuracy: 51.84%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.2993, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0757, Accuracy: 56.12%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0295, Accuracy: 57.55%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0450, Accuracy: 56.73%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0559, Accuracy: 53.88%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0895, Accuracy: 52.65%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.1378, Accuracy: 49.59%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2200, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.6170, Accuracy: 43.06%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.4802, Accuracy: 41.63%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.4852, Accuracy: 42.04%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0510, Accuracy: 54.69%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0630, Accuracy: 52.65%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0490, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0469, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0647, Accuracy: 53.27%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0524, Accuracy: 54.29%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1019, Accuracy: 54.08%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1392, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2914, Accuracy: 50.00%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.5929, Accuracy: 49.59%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.7456, Accuracy: 45.71%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.3623, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.4709, Accuracy: 52.86%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.3986, Accuracy: 49.39%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.3110, Accuracy: 58.57%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0031, Accuracy: 56.73%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0241, Accuracy: 55.10%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0169, Accuracy: 56.73%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0664, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0686, Accuracy: 52.86%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0728, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 2.1171, Accuracy: 40.41%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.6634, Accuracy: 42.65%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.4717, Accuracy: 45.51%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.3852, Accuracy: 51.63%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.3063, Accuracy: 55.71%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 2.2092, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0765, Accuracy: 54.08%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0158, Accuracy: 56.33%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0094, Accuracy: 56.94%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0512, Accuracy: 56.53%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0605, Accuracy: 54.29%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0551, Accuracy: 54.29%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.3224, Accuracy: 45.31%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2430, Accuracy: 49.39%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1215, Accuracy: 53.27%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0749, Accuracy: 55.31%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0959, Accuracy: 54.90%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.1210, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0730, Accuracy: 54.29%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0857, Accuracy: 52.24%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0621, Accuracy: 53.88%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1145, Accuracy: 53.27%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1776, Accuracy: 50.20%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2459, Accuracy: 50.00%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.3096, Accuracy: 48.57%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1735, Accuracy: 47.35%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0849, Accuracy: 52.86%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0736, Accuracy: 54.69%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.1026, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0721, Accuracy: 53.88%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0835, Accuracy: 51.43%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0785, Accuracy: 52.45%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0756, Accuracy: 53.67%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0805, Accuracy: 55.10%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0834, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0799, Accuracy: 55.31%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.3179, Accuracy: 46.53%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1348, Accuracy: 49.39%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0828, Accuracy: 53.27%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0793, Accuracy: 55.10%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0955, Accuracy: 53.06%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0738, Accuracy: 53.27%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0762, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0791, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0758, Accuracy: 52.45%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0728, Accuracy: 54.49%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0810, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0797, Accuracy: 54.49%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1652, Accuracy: 46.12%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1123, Accuracy: 51.02%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0535, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0279, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0139, Accuracy: 56.33%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0464, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.2607, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.3134, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.4344, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6633, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6472, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6923, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1728, Accuracy: 46.33%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0981, Accuracy: 51.63%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0337, Accuracy: 52.65%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0538, Accuracy: 56.94%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0551, Accuracy: 52.65%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0165, Accuracy: 56.73%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0727, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0687, Accuracy: 53.27%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.1106, Accuracy: 51.22%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.3088, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.4460, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.5621, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1222, Accuracy: 46.53%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1090, Accuracy: 47.35%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0747, Accuracy: 52.45%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0877, Accuracy: 54.49%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1157, Accuracy: 55.71%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0232, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0270, Accuracy: 53.27%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0789, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0763, Accuracy: 52.04%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2564, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2998, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.4156, Accuracy: 49.18%
